technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_augmented_c2_g1,2,technology,Helicopter,Bomb,Project Habakkuk,Muzzle brake,Unmanned aerial vehicle,Flamethrower,Electronic warfare,Heliograph,Breakwater (structure),Avionics,Ammunition,Limpet mine,Mars Orbiter Mission,Naval mine,Operation Paperclip,Machine pistol,Ship breaking,Depth charge,Railgun,Military,Norden bombsight,Pump-jet,Trinity (nuclear test),Bazooka,Analog computer,Booby trap,Thermobaric weapon,Limbo,Altimeter,Nuclear weapons testing,Land mine,,weapon,,particle,radar,aerospace engineering,ship,remove,aircraft,war,,navy,part,flight,force,military technology,fiber,air,weapons,dry,military science,aircraft,submarine,world war ii,british
kmeans_plain_c3_g7,3,technology,Cummins B Series engine,Bearing (mechanical),Radiator (engine cooling),Clutch,Diesel engine,V12 engine,Tire-pressure monitoring system,Manual transmission,Petrol engine,Automotive industry in the United Kingdom,Hybrid electric vehicle,Gasoline direct injection,Electric generator,Automotive battery,Engine,Exhaust gas recirculation,Chassis,Powertrain,Internal combustion engine,Old Town Road,Vehicle,Steering,Volkswagen air-cooled engine,Centrifugal compressor,Airbag,VR6 engine,Bogie,Tesla Powerwall,Governor (device),Electric motor,Wankel engine,,vehicle parts,approach,automotive industry,crankshaft,cars,internal combustion engine,vehicle technology,engine,cylinder ,element,vehicle,case,value,car,vehicles,function,motors,engines,volkswagen group,speed,engines,cylinder,automotive technologies,automobile
kmeans_plain_c1_g11,1,technology,Inductor,Surge protector,Power-line communication,Microprocessor,Inductive charging,Fresnel lens,American wire gauge,Calibration,Mammography,Angiography,Solar panel,Laser cutting,Pulse oximetry,Three-phase electric power,Sensor,Transcranial magnetic stimulation,Nickel–cadmium battery,Alkaline battery,Hall effect sensor,Stereolithography,Solar cell,Lidar,National Institute of Standards and Technology,Laser printing,Photoresistor,OLED,5 nanometer,Hyperspectral imaging,Necklace,Schematic,Galvanic cell,integrated circuit,frequency,bridge,,later,voltage,electronics,mill,measurement,optical,electron,optics,signal,space,,application,devices,,magnetic field,,electrical engineering,light,boat,electricity,image
kmeans_plain_c6_g11,6,technology,Limbo,Drake equation,Document management system,Computing,Transport,Code,Requirement,Bioinformatics,Luddite,Six Sigma,Elon Musk,Image,Geek,Automation,Biomedical engineering,Science and technology in India,Theory of constraints,Medical device,Fourth-generation programming language,Pharmacology,Robot,Industry,Laboratory information management system,Multimedia,Computer programming,Technology acceptance model,Technical support,Nootropic,Technical support,Standardization,Communication,university,,main topic classifications,sell,subfields by academic discipline,technology,computer,,institute,introduce,technology,engineering,app,management,information,technological,,research,innovation,academic disciplines,human,information technology,like,technological change,number
kmeans_plain_c3_g14,3,technology,Spark plug,Ackermann steering geometry,Automatic transmission,Manual transmission,Carnot heat engine,Electric generator,Dual-clutch transmission,Cummins B Series engine,Automatic transmission,Ackermann steering geometry,Heat engine,Formula One car,Scania AB,Charging station,Audi S and RS models,Radiator (engine cooling),Steam engine,MAN SE,Anti-lock braking system,Cubic centimetre,Leaf spring,Powertrain,Cubic centimetre,Tractor,Diesel engine,Tachometer,Differential (mechanical device),Gasoline direct injection,Turbocharger,Traction control system,,vehicle,vehicle parts,car,function,internal combustion engine,approach,automotive technologies,motors,engines,automobile,automotive industry,element,value,cylinder,cylinder ,speed,engine,vehicle technology,volkswagen group,cars,engines,vehicles,crankshaft,case,
kmeans_plain_c5_g19,5,technology,Autoclave,Nebulizer,Die casting,Plasticizer,Refrigeration,Freeze-drying,Compressive strength,Hydraulic head,Mineral wool,Oriented strand board,Solenoid valve,Food irradiation,Sand casting,Carbon fiber reinforced polymer,Gas cylinder,Bioplastic,Engineered wood,Water turbine,Ultimate tensile strength,Serum,Elastomer,Hydraulic press,Thermoplastic,Arc welding,Algae fuel,Air filter,Condenser (heat transfer),Vickers hardness test,Bioreactor,Carbon dioxide removal,Expansion joint,pressure,building engineering,metal,fire,processes,battery,,tube,temperature,,process,water,flow,chemical engineering,manufacturing,chemistry,output,electricity,polymer,plastic,industrial processes,valve,,material,materials
kmeans_augmented_c3_g4,3,technology,Troubleshooting,Fault tree analysis,Disruptive innovation,Transhumanism,Nanotechnology,Electronic engineering,Information technology in India,Blended learning,Load testing,Computer vision,Information and communications technology,Public relations,Information technology,Surveillance,Aerospace engineering,"Science, technology, engineering, and mathematics",Geek,Software engineering,Hyperloop,Arcology,Financial technology,American Revolutionary War,Online advertising,Intellectual property,Technological and industrial history of the United States,Computing,Materials science,Recommender system,Growth hacking,ITIL,Subject-matter expert,society,technology,university,academic disciplines,management,research,technological change,institute,like,information technology,technological,,human,engineering,information,computer,,app,sell,introduce,innovation,technology,science,number,main topic classifications
kmeans_plain_c0_g9,0,technology,Airship,Ship breaking,Flamethrower,Booby trap,Amundsen–Scott South Pole Station,Pykrete,Ammunition,Soviet atomic bomb project,Harrier Jump Jet,Ammunition,Turbofan,Bazooka,Concertina wire,Steam turbine,Pump-jet,Chaff (countermeasure),Booby trap,The Lion King,Norden bombsight,Generation IV reactor,Maxim gun,Close-in weapon system,Naval mine,Pump-jet,Propeller,Depth charge,Maxim gun,Joint Direct Attack Munition,Turbofan,Jet engine,Sonar,fiber,british,radar,war,remove,submarine,united,world war ii,military technology,aerospace engineering,weapon,flight,,navy,,part,weapons,force,aircraft,military science,particle,dry,aircraft,ship,
LDA_c0_g36,0,technology,Internet Archive,Sony,Motorola Razr,IPod Shuffle,Consumer Electronics Show,Information and communication technologies for development,Android One,Bumblebee,IOS,OS X El Capitan,Sun Microsystems,System administrator,Information technology,Stingray phone tracker,Video game,Sony Mobile,Novell,Planned obsolescence,Walkman,MacOS,Graphics,Michele Romanow,Biometrics,Digital Revolution,Graphical user interface,Verizon Wireless,Hyperledger,Radio-frequency identification,Vimeo,Smart meter,Computer,,computer-related introductions by year,computers,wi-fi,android ,companies by industry and year of establishment,,new,research,technology by year,services,apple inc.,university,business,,,,company,united states,technology,service,mobile phones,system,smartphone,
kmeans_plain_c2_g11,2,technology,BlackBerry Limited,IOS,Smart TV,I Am Rich,HDMI,Backward compatibility,Supercomputer,Transport Layer Security,BlackBerry,CA Technologies,Ben Thompson (writer),USB,General Electric,Planned obsolescence,Oracle Corporation,OnePlus One,Dell,Single-page application,Ringtone,Consumer Electronics Show,Open-source hardware,Steam (software),Microsoft Windows,Windows Phone,Magic Leap,YouTube,Video game,IBM,Server (computing),SCART,Old Town Road,services,android,mobile phones,google,,computer-related introductions by year,company,smartphone,software,android ,computers,technology by year,apple inc.,product introductions by year,wi-fi,released,support,announced,steam,phone,cut,motor,unit,users,building
kmeans_plain_c2_g21,2,technology,OS X Mavericks,GSM,Sony Mobile,GameCube,American Revolutionary War,Microsoft Windows,Nexus 6P,Radio-frequency identification,Silicon Graphics,Mobile phone tracking,IBM,Firmware,Citrix Systems,Jawed Karim,John McAfee,HDMI,Xiaomi,OS X El Capitan,Sun Microsystems,Fitbit,Apple Watch,BlackBerry Limited,IBM Personal Computer,Plotter,OnePlus One,Unix,OS X Yosemite,Server (computing),IPhone 6S,Avaya,Open-source hardware,google,motor,technology by year,released,cut,wi-fi,apple inc.,phone,android,computer-related introductions by year,product introductions by year,company,android ,,smartphone,announced,unit,mobile phones,steam,computers,software,services,support,users,building
kmeans_augmented_c4_g24,4,technology,Wi-Fi Direct,Hard disk drive,World Wide Web,Bandwidth (computing),San Francisco,Vimeo,GPS navigation device,CA Technologies,FreeBSD,Brian Krzanich,Microprocessor,Hewlett-Packard,Transport Layer Security,Mobile operating system,Microsoft Windows,Swift (programming language),Microsoft,Citrix Systems,Hitachi Magic Wand,Radio-frequency identification,High Efficiency Image File Format,X (company),IPod Shuffle,Biometric passport,Walkman,Braces,Internet Archive,PlayStation,Android One,Miracast,Mobile payment,software,cut,company,features,mobile phones,android,android ,apple inc.,,released,wi-fi,computer-related introductions by year,building,smartphone,support,steam,computers,users,technology by year,product introductions by year,unit,google,motor,phone,announced
kmeans_plain_c1_g8,1,technology,Inkjet printing,Metrology,Power-line communication,Flow cytometry,Anechoic chamber,Spectroscopy,Passive infrared sensor,Button cell,Solar panel,Coordinate-measuring machine,Thermographic camera,10 nanometer,Microelectromechanical systems,Fresnel lens,The Lion King,Resistance thermometer,Plasma display,Logic gate,Quantum dot display,Measuring instrument,Fluorescence microscope,Arc lamp,Electronic circuit,Electrochemical cell,Medical imaging,Inductor,Lithium-ion battery,Holography,Transducer,Filter (signal processing),Arithmetic logic unit,optics,space,frequency,,electrical engineering,electron,later,integrated circuit,mill,light,image,bridge,,signal,electricity,application,voltage,boat,,devices,optical,electronics,measurement,magnetic field,
kmeans_plain_c5_g17,5,technology,Ice pack,Pressure vessel,Absorption refrigerator,Die casting,Geothermal power,Dye penetrant inspection,Autoclave,Water turbine,Engineering drawing,Fuel cell,Nonwoven fabric,Rolling (metalworking),Thermal insulation,Evaporative cooler,Fertilizer,Load cell,Boiling water reactor,Volatile organic compound,Thermoplastic elastomer,Drain-waste-vent system,Heat exchanger,Concentrated solar power,Carbon sequestration,Shell and tube heat exchanger,Anodizing,Compressive strength,Nebulizer,Vickers hardness test,American Revolutionary War,Pneumatics,Insecticide,valve,,fire,electricity,manufacturing,processes,materials,battery,building engineering,metal,flow,material,pressure,process,industrial processes,plastic,water,,tube,chemistry,chemical engineering,output,polymer,temperature,
LDA_c3_g5,3,technology,Nootropic,Fourth-generation programming language,Risk assessment,Specification (technical standard),Medical imaging,Necklace,Health,Petroleum engineering,Information management,Technical writing,Biomedical engineering,Project,Requirement,Control engineering,Code,Rebreather,Mammography,Human factors and ergonomics,Product lifecycle,Artificial intelligence,Transcranial magnetic stimulation,Fault tree analysis,Metrology,Quality management,Industrial robot,Failure mode and effects analysis,State of the art,Technology acceptance model,Document management system,Medical laboratory,Knowledge representation and reasoning,management,references,process,information technology,management by type,technology,system,design,,academic disciplines,information,analysis,engineering,systems science,requirements,example,,,systems,,model,examples,product,main topic classifications,subfields by academic discipline
kmeans_augmented_c1_g5,1,technology,Check valve,Nonwoven fabric,Sailor Moon,Lead–acid battery,Engineering tolerance,Particle board,Cylinder stress,Water treatment,Autoclave,Sintering,Gas cylinder,Flow measurement,Hydraulic pump,Conveyor belt,Calorimeter,Condenser (heat transfer),Construction,Power station,Solenoid valve,Wind turbine,Oil well,Freeze-drying,Refrigeration,Polylactic acid,Bioplastic,Elastomer,Electric heating,O-ring,Nebulizer,Passivation (chemistry),Electric arc furnace,pressure,high,battery,polymer,output,water,tube,plastic,process,industrial processes,temperature,electricity,building engineering,,material,chemistry,flow,building materials,,metal,manufacturing,processes,valve,fire,materials
kmeans_plain_c2_g5,2,technology,TomTom,OS X El Capitan,Old Town Road,Video game,Sun Microsystems,Overclocking,CA Technologies,MacOS,IPod,Motorola Razr,Android One,Redmi,Barcode,Hitachi Magic Wand,Chief technology officer,Mobile phone tracking,IOS,BlackBerry Limited,ICloud,BlackBerry,Lenticular printing,HTTPS,Radio-frequency identification,IPod Shuffle,NetApp,Microsoft Windows,Internet Archive,Firmware,Jawed Karim,Infineon Technologies,Avaya,company,software,unit,announced,android ,building,released,smartphone,steam,wi-fi,,motor,computer-related introductions by year,google,support,cut,apple inc.,services,product introductions by year,android,users,technology by year,mobile phones,computers,phone
kmeans_plain_c2_g25,2,technology,Juul,SAP SE,Active Directory,Video game,Television set,ITunes,Open-source hardware,GameCube,HTTP Live Streaming,Mojibake,MQTT,Dell EMC,Braces,Speech recognition,Telephone exchange,Ethernet,Acer Inc.,Dell,Windows Phone,Digital camera,Chief technology officer,Wi-Fi Direct,Google,Microsoft Windows,Snap Inc.,Sony Mobile,Mobile phone tracking,Voice over IP,Overclocking,ICloud,Skunkworks project,motor,google,computers,,company,mobile phones,software,steam,computer-related introductions by year,wi-fi,product introductions by year,cut,announced,smartphone,apple inc.,support,phone,services,building,unit,android,android ,technology by year,users,released
LDA_c1_g8,1,technology,Vickers hardness test,Thermoelectric generator,Cast iron,Spot welding,The Lion King,Cylinder stress,Printed circuit board,Fibre-reinforced plastic,Electric heating,Energy storage,Offset printing,Nickel–cadmium battery,Whale oil,Paperboard,Laser cutting,Vacuum pump,Nebulizer,Laser printing,Oxy-fuel welding and cutting,Glass,Particle board,"Heating, ventilation, and air conditioning",Plasticizer,Carnot heat engine,Gas mask,Siphon,Vantablack,Compressive strength,Drain-waste-vent system,Algae fuel,Carbon fiber reinforced polymer,artificial materials,chemistry,industrial processes,process,,,,temperature,materials,glass,water,surface,metal,plastic,,material,,,manufacturing,,produce,paper,materials,,polymer
kmeans_augmented_c3_g16,3,technology,ITIL,Nootropic,Medical device,Control engineering,Graphics,Laboratory,Disruptive innovation,Science and technology in India,Software maintenance,Computer engineering,Digital Revolution,Technical writing,Slow movement (culture),Traffic collision,Electronic health record,Information,Artificial intelligence,Knowledge representation and reasoning,Bioinformatics,Human factors and ergonomics,Braces,Industrial design,Theory of constraints,Business analytics,Hyperloop,Surveillance,Information and communications technology,École Polytechnique,Software design,Public relations,Pharmacology,sell,like,institute,technological,innovation,number,information,technology,introduce,computer,technological change,technology,management,,app,academic disciplines,society,engineering,science,research,university,main topic classifications,human,,information technology
LDA_c1_g18,1,technology,Autoclave,Heat sink,Fiber,Whale oil,Plastic bag,Electrode,Vickers hardness test,Concrete mixer,Energy storage,10 nanometer,Lighter,Thermoplastic,Alkaline battery,Die casting,Nonwoven fabric,Anodizing,Gorilla Glass,Expansion joint,Electrochemical cell,Evaporative cooler,Balloon,Volatile organic compound,Induction cooking,Vantablack,Paperboard,Abdomen,Food irradiation,Semiconductor,Stereolithography,Candle,Carnot heat engine,produce,metal,,glass,,plastic,artificial materials,,process,paper,,,polymer,industrial processes,manufacturing,material,,,water,chemistry,,materials,temperature,materials,surface
kmeans_plain_c4_g1,4,technology,Electronic cigarette,Food preservation,Vacuum cleaner,Timeline of United States inventions (before 1890),Trebuchet,Refrigerator,Suspension bridge,Wallpaper,Gas lighting,Knot,Technical drawing tool,Vantablack,Edison screw,Washing machine,Creosote,Binoculars,Bridge,Metal detector,Photography,Pulp (paper),Sports equipment,American Revolutionary War,Assembly line,Mining,Architectural drawing,Prosthesis,Simple machine,Typewriter,Camping,Whale oil,AC power plugs and sockets,industrial revolution,england,equipment,wood,paper,idea,century,history,term,hardlines (retail),references,,machine,produced,invented,establish,inventions by country,manufactured goods,communication,,printing,tools,,inventor,focus
kmeans_augmented_c1_g8,1,technology,Drilling rig,Lubricant,Submersible pump,Vapor-compression refrigeration,Francis turbine,Personal protective equipment,Structural engineering,Inconel,Algae fuel,Chemical industry,Milling (machining),Ultimate tensile strength,Reinforced concrete,Plastic bag,Glass production,Ice pack,Plasticizer,Geotechnical engineering,Heat exchanger,Thermal expansion valve,Insecticide,Sailor Moon,Vickers hardness test,Concentrated solar power,Oil refinery,Injection moulding,Drain-waste-vent system,Energy storage,Carbon fiber reinforced polymer,Kevlar,Hydraulic press,process,valve,electricity,manufacturing,metal,battery,flow,plastic,materials,material,output,pressure,tube,water,polymer,building materials,chemistry,high,building engineering,,,processes,temperature,industrial processes,fire
kmeans_augmented_c4_g30,4,technology,Qualcomm,Overclocking,Server (computing),World Wide Web,VHS,Rebel Heart Tour,Display resolution,HTTPS,Silicon Graphics,MacOS Sierra,AngelList,Gorilla Glass,Apple File System,History of video games,Motorola Mobility,Microsoft Windows,Samsung Galaxy Note series,Xiaomi,Application programming interface,Dell EMC,IBM,Google,IEEE 802.11ax,Motorola Razr,Barcode,Mobile phone tracking,Ringtone,Sun Microsystems,HP Inc.,MQTT,,smartphone,computers,google,users,phone,mobile phones,apple inc.,company,unit,steam,,software,product introductions by year,cut,support,released,announced,android,building,computer-related introductions by year,wi-fi,motor,android ,technology by year,features
kmeans_plain_c4_g10,4,technology,Torch,Tire,Timeline of historic inventions,Pen,Samuel Morse,Whale oil,Sewing machine,Edison screw,Food preservation,Vacuum cleaner,Paper,Candle,Pulley,Industrial Revolution,Petronas Towers,Sports equipment,Second Industrial Revolution,Invention,Simple machine,History of books,Serum,Lawn mower,Three-age system,Metal detector,Bed,Paternoster,Catapult,Gas mask,Architectural drawing,Lightning rod,Stone tool,paper,century,inventions by country,wood,industrial revolution,machine,tools,hardlines (retail),,,focus,invented,printing,idea,communication,establish,england,references,manufactured goods,,equipment,history,produced,term,inventor
kmeans_plain_c3_g5,3,technology,Bearing (mechanical),Scania AB,Tractor,Gas turbine,Flywheel energy storage,Carnot heat engine,Limited-slip differential,Starter (engine),Torque converter,History of the internal combustion engine,Reciprocating engine,Aircraft engine,Bogie,Electric motor,Direct-shift gearbox,Power steering,Automotive industry in the United Kingdom,Direct-shift gearbox,Tesla Powerwall,Camshaft,Shock absorber,Clutch,Powertrain,Formula One car,Spark plug,VR6 engine,Dual-clutch transmission,Internal combustion engine,Traction control system,Sailor Moon,Flywheel energy storage,element,automobile,automotive technologies,vehicle,value,motors,automotive industry,crankshaft,speed,case,cars,cylinder,cylinder ,engines,car,engines,engine,vehicle parts,internal combustion engine,volkswagen group,function,,vehicles,vehicle technology,approach
LDA_c0_g22,0,technology,OnePlus One,M-Pesa,BlackBerry Limited,Ben Thompson (writer),FreeBSD,Surveillance,Hyperledger,Jawed Karim,Graphing calculator,Solid-state drive,Dell,Internet Archive,Novell,Necklace,Electronic Data Systems,QR code,Magnetic stripe card,Hyperloop,Multimedia,Loon (company),Wi-Fi Direct,Redmi,ICloud,Infineon Technologies,Digital Revolution,Tesla Powerwall,BIOS,Science and technology in the Philippines,IPhone X,5 nanometer,Server (computing),technology by year,wi-fi,,university,business,,,research,service,,smartphone,companies by industry and year of establishment,united states,android ,new,,mobile phones,,computer-related introductions by year,company,system,computers,apple inc.,technology,services
LDA_c1_g5,1,technology,Algae fuel,Cylinder stress,Whale oil,Metallurgy,Fiber,O-ring,Temperature measurement,Solar cell,Chemical industry,Photocopier,Oil refinery,Energy storage,Electric arc furnace,Nanotechnology,Composting toilet,Bioplastic,Lighter,Polylactic acid,Lithium-ion battery,Evaporative cooler,Angiography,Expansion joint,Printed circuit board,Crystallography,Reinforced concrete,Food irradiation,Condenser (heat transfer),Limbo,Petroleum industry,Catheter,Air filter,,,manufacturing,material,produce,water,metal,glass,,,paper,temperature,industrial processes,polymer,,,plastic,,,materials,chemistry,materials,surface,artificial materials,process
LDA_c6_g5,6,technology,Wootz steel,Pencil,Petronas Towers,Wallpaper,Muslim world,Technical drawing tool,Photography,Porcelain,Bed,Technology,Elevator,Milling (machining),Bronze Age,Barbed wire,History of the firearm,Mass production,Rolling (metalworking),Kiln,Crane (machine),Orthotics,Braces,Vise,Torch,Trebuchet,Suspension bridge,Mortise and tenon,Wheel,Toilet,San Francisco,Camping,Crossbow,equipment,construction,kent,design,,construction,references,tool,machine,century,works,england,large,steel,mill,,machines,history,tools,history of technology,hardlines (retail),iron,early,industrial revolution,work
kmeans_plain_c6_g29,6,technology,Technology acceptance model,Product lifecycle,IT service management,Innovation,Institute of Electrical and Electronics Engineers,Petroleum engineering,Standardization,Applications of artificial intelligence,Luddite,Information technology,Manufacturing,"Science, technology, engineering, and mathematics",Project,Knowledge representation and reasoning,Disruptive innovation,Drake equation,Information management,Risk management,Requirement,Robot,Subject-matter expert,Reliability engineering,Biomedical engineering,Medical device,Control engineering,Computing,Laboratory information management system,Geek,Intellectual property,Digital Revolution,,,,research,app,engineering,information technology,,management,technological,introduce,sell,information,academic disciplines,innovation,human,technology,like,technology,number,institute,subfields by academic discipline,main topic classifications,computer,university,technological change
kmeans_augmented_c6_g6,6,technology,Orthographic projection,History of printing,Recumbent bicycle,Printing,Paper,Bridge,Candle,Slide rule,Vernier scale,Backhoe,Textile industry,Sanitary sewer,Porcelain,Limbo,Stent,Theodolite,Catheter,Flashlight,Pen,Suspension bridge,Pascal's calculator,Weighing scale,Samuel Morse,Three-age system,Concrete mixer,Wheel and axle,Pulp (paper),Mining,Flashlight,Technical drawing tool,Flint,printing,wood,manufactured goods,produced,cast iron,history,,idea,,inventions by country,industrial revolution,machine,focus,term,century,establish,communication,equipment,england,hardlines (retail),paper,invented,references,,tools
kmeans_plain_c4_g4,4,technology,Catapult,Stopwatch,Glass,Stenotype,Lever,Machine tool,Shelf life,Monkey wrench,Calipers,Breathalyzer,Torch,Conveyor belt,Lawn mower,Technical drawing,History of the firearm,Pen,Composting toilet,Three-age system,Orthographic projection,Printing,Eadweard Muybridge,Hot air balloon,Pulley,Oil lamp,Sextant,Weighing scale,Glow stick,Plywood,Candle,Sailor Moon,Victoria and Albert Museum,inventor,communication,hardlines (retail),equipment,printing,england,history,manufactured goods,produced,paper,references,,idea,focus,inventions by country,establish,machine,invented,,term,century,wood,tools,,industrial revolution
LDA_c5_g2,5,technology,Pitot tube,NASA,American Revolutionary War,Scanning electron microscope,Hyperspectral imaging,Helicopter,Breakwater (structure),Flow cytometry,Kardashev scale,Flamethrower,Generation IV reactor,Thermobaric weapon,Aerospace engineering,Digital image processing,Nuclear weapon design,Scanning tunneling microscope,Proximity sensor,Muzzle brake,Rifling,Inertial navigation system,Military,Sextant,Roland Garros (aviator),Fluorescence microscope,Digital camera,Little Boy,Drake equation,Bazooka,Electronic warfare,Binoculars,Lidar,range,effect,system,force,weapons,radar,war,optics,measuring instruments,weapon,image,,submarine,laser,design,united,target,world war ii,,flight,sensor,military technology,,measurement,aircraft
kmeans_plain_c5_g13,5,technology,Abrasive blasting,Nonwoven fabric,Hydraulic press,Wastewater treatment,Petroleum industry,Cavitation,Air filter,Carbon fiber reinforced polymer,Inconel,Condenser (heat transfer),Refrigeration,Thermal expansion valve,Electric arc furnace,Oil well,Inconel,Electrical discharge machining,Chemical industry,Heat pump,Elastomer,Evaporative cooler,Engineering drawing,Bioreactor,Ice pack,Nondestructive testing,Injection moulding,Gas cylinder,Lead–acid battery,Water turbine,Necklace,Vacuum pump,Biodiesel,,chemistry,process,water,valve,materials,,processes,manufacturing,flow,fire,output,industrial processes,plastic,building engineering,battery,electricity,polymer,material,tube,,pressure,chemical engineering,temperature,metal
LDA_c0_g9,0,technology,General Electric,History of video games,Tim Berners-Lee,Dell,YouTube,ICloud,Web application,Pixel (smartphone),Amlogic,GameCube,Hyper-threading,Zune,IBM System i,Optical disc,Yahoo! Japan,Microprocessor,Fourth Industrial Revolution,Speech recognition,FreeBSD,Mobile payment,Information technology in India,Emerging technologies,Graphical user interface,Abdomen,Supercomputer,Memory card,Computer network,Growth hacking,Broadridge Financial Solutions,System administrator,Technological unemployment,companies by industry and year of establishment,united states,services,,android ,computers,research,service,,university,apple inc.,,,company,system,,mobile phones,new,,technology by year,technology,wi-fi,business,computer-related introductions by year,smartphone
kmeans_plain_c4_g27,4,technology,Hot air balloon,Daguerreotype,Backhoe,Calipers,Vise,Gun,Cinematography,Scalpel,Vacuum cleaner,Metallurgy,Photography,Edison screw,Sewing machine,Orthotics,Paper,Slot machine,Ball bearing,Overhead line,Chronograph,Sailor Moon,Pulley,Food preservation,Construction,Prosthesis,Timeline of historic inventions,AC power plugs and sockets,Machine tool,Invention,Pigment,Elevator,Toilet-related injuries and deaths,communication,,wood,,paper,focus,machine,history,produced,tools,invented,,references,inventor,inventions by country,century,hardlines (retail),term,manufactured goods,england,idea,printing,equipment,establish,industrial revolution
kmeans_plain_c0_g7,0,technology,Joint Direct Attack Munition,Inertial navigation system,Inertial navigation system,Analog computer,Altimeter,Scramjet,Bomb,Serum,Helicopter,Flamethrower,Nuclear reactor,Operation Paperclip,Fat Man,Helicopter,Amundsen–Scott South Pole Station,Sonar,Aerial refueling,Kevlar,Close-in weapon system,Electric aircraft,Railgun,Breakwater (structure),Gyroscope,Flight instruments,Mushroom cloud,Heliograph,Machine pistol,Rebreather,Technology during World War I,Technology during World War II,Coilgun,particle,aircraft,dry,aerospace engineering,british,military science,fiber,,war,,remove,weapons,radar,united,,flight,force,navy,world war ii,part,ship,aircraft,military technology,submarine,weapon
kmeans_augmented_c1_g7,1,technology,Thermoplastic elastomer,Machining,Fiberglass,Mineral wool,Pyrolysis,Heat pump,Rolling (metalworking),Galvanization,Waterproofing,Self-contained breathing apparatus,Fatigue (material),Sand casting,Cast iron,Piping and plumbing fitting,Dye penetrant inspection,Pressure regulator,Shape-memory alloy,Air filter,Hydraulic head,Spot welding,Electrical discharge machining,Composite material,Fibre-reinforced plastic,Oriented strand board,Sailor Moon,Biodiesel,Numerical control,Centrifugal fan,Nondestructive testing,Rebar,Carbon dioxide removal,processes,pressure,material,metal,plastic,flow,manufacturing,building engineering,fire,,chemistry,electricity,high,,tube,valve,polymer,temperature,industrial processes,battery,process,output,materials,building materials,water
kmeans_plain_c6_g14,6,technology,ITIL,Societal collapse,Analytics,Mars Orbiter Mission,Fault tree analysis,Load testing,Knowledge representation and reasoning,Technological and industrial history of the United States,Software engineer,3D printing,Global issue,Mass communication,Forensic science,New product development,Kardashev scale,Arcology,Computing,Information and communication technologies for development,Diffusion of innovations,Information and communications technology,Decentralization,Old Town Road,Clarke's three laws,Technology acceptance model,Research and development,Software engineering,Biomechanics,Technological singularity,Agricultural engineering,Science and technology in the Philippines,Computer vision,computer,university,research,engineering,management,number,,human,subfields by academic discipline,information technology,academic disciplines,institute,information,main topic classifications,,,like,introduce,app,technology,technological,technological change,sell,innovation,technology
LDA_c0_g7,0,technology,GPS navigation device,Voice over IP,Fourth Industrial Revolution,Old Town Road,Qualcomm,Smart TV,Tim Berners-Lee,Wired (magazine),Vending machine,ITunes,Pixel (smartphone),Pono (digital music service),TomTom,IPhone XS,Rebel Heart Tour,Mirai (malware),Juul,Programmer,IEEE 802.11ax,Google,OCLC,MAN SE,Information technology,Video game,Information technology in India,Vimeo,Smart meter,NASA spinoff technologies,Bleacher Report,E-procurement,Samsung Galaxy Note series,university,service,business,companies by industry and year of establishment,technology by year,technology,,,wi-fi,mobile phones,computer-related introductions by year,united states,,new,smartphone,,company,,system,apple inc.,android ,services,computers,,research
kmeans_plain_c1_g4,1,technology,Projector,Photovoltaics,Temperature measurement,Tomography,Electric arc,Crystallography,Atomic clock,Laser pointer,5 nanometer,LED lamp,Three-phase electric power,Magnetometer,Scanning tunneling microscope,Charge-coupled device,Semiconductor industry,Resistance thermometer,Quantum dot display,Thermocouple,Old Town Road,Microprocessor,Mammography,Holography,Actuator,Atomic clock,Nickel–cadmium battery,Coordinate-measuring machine,Actuator,Alkaline battery,Transmitter,Electronics,Photoresistor,bridge,measurement,,space,devices,integrated circuit,,electron,later,boat,light,signal,electronics,voltage,,electrical engineering,mill,application,optical,optics,electricity,frequency,magnetic field,,image
